ensg_id	gene_symbol	pmtl	version
ENSG00000181915	ADO	NA	NA
ENSG00000122877	EGR2	NA	NA
ENSG00000289487	ENSG00000289487	NA	NA
ENSG00000199446	RNU6-543P	NA	NA
ENSG00000224301	ENSG00000224301	NA	NA
ENSG00000148572	NRBF2	NA	NA
ENSG00000171988	JMJD1C	NA	NA
ENSG00000234369	TATDN1P1	NA	NA
ENSG00000270421	ENSG00000270421	NA	NA
ENSG00000221063	MIR1296	NA	NA
ENSG00000235816	PRELID1P3	NA	NA
ENSG00000272767	JMJD1C-AS1	NA	NA
ENSG00000224412	ENSG00000224412	NA	NA
ENSG00000165476	REEP3	NA	NA
ENSG00000286373	ENSG00000286373	NA	NA
ENSG00000232075	MRPL35P2	NA	NA
ENSG00000270352	ENSG00000270352	NA	NA
ENSG00000228566	ENSG00000228566	NA	NA
ENSG00000213609	RPL7AP50	NA	NA
ENSG00000226426	ENSG00000226426	NA	NA
ENSG00000235489	DBF4P1	NA	NA
ENSG00000233900	RPL17P35	NA	NA
ENSG00000270648	CYP2C61P	NA	NA
ENSG00000216740	ANXA2P3	NA	NA
ENSG00000224714	LINC02671	NA	NA
ENSG00000270754	NEK4P3	NA	NA
ENSG00000282906	ENSG00000282906	NA	NA
ENSG00000227173	MYL6P3	NA	NA
ENSG00000233724	ENSG00000233724	NA	NA
ENSG00000235356	ENSG00000235356	NA	NA
ENSG00000228065	LINC01515	NA	NA
ENSG00000183230	CTNNA3	NA	NA
ENSG00000273360	ENSG00000273360	NA	NA
ENSG00000277056	ENSG00000277056	NA	NA
ENSG00000198739	LRRTM3	NA	NA
ENSG00000289325	ENSG00000289325	NA	NA
ENSG00000225299	ENSG00000225299	NA	NA
ENSG00000226448	RPL7AP51	NA	NA
ENSG00000276866	MIR7151	NA	NA
ENSG00000213606	AKR1B10P1	NA	NA
ENSG00000225922	RPL21P92	NA	NA
ENSG00000108176	DNAJC12	NA	NA
ENSG00000212520	RNU6-1250P	NA	NA
ENSG00000239942	RN7SL394P	NA	NA
ENSG00000237141	DNAJC19P1	NA	NA
ENSG00000272892	ENSG00000272892	NA	NA
ENSG00000252113	RNU6-523P	NA	NA
ENSG00000219932	RPL12P8	NA	NA
ENSG00000096717	SIRT1	NA	NA
ENSG00000148634	HERC4	NA	NA
ENSG00000226318	RPS3AP38	NA	NA
ENSG00000266467	RN7SL220P	NA	NA
ENSG00000236375	POU5F1P5	NA	NA
ENSG00000138347	MYPN	NA	NA
ENSG00000222371	RN7SKP202	NA	NA
ENSG00000179774	ATOH7	NA	NA
ENSG00000233590	LINC02640	NA	NA
ENSG00000234102	KRT19P4	NA	NA
ENSG00000108187	PBLD	NA	NA
ENSG00000096746	HNRNPH3	NA	NA
ENSG00000204130	RUFY2	NA	NA
ENSG00000138346	DNA2	NA	NA
ENSG00000234806	RPL26P29	NA	NA
ENSG00000199638	RNA5SP319	NA	NA
ENSG00000122912	SLC25A16	NA	NA
ENSG00000226493	RPL26P27	NA	NA
ENSG00000207438	Y_RNA	NA	NA
ENSG00000214881	TMEM14DP	NA	NA
ENSG00000138336	TET1	NA	NA
ENSG00000213025	COX20P1	NA	NA
ENSG00000227583	RPS3AP37	NA	NA
ENSG00000260400	ENSG00000260400	NA	NA
ENSG00000270494	ENSG00000270494	NA	NA
ENSG00000060339	CCAR1	NA	NA
ENSG00000195401	Y_RNA	NA	NA
ENSG00000283551	SNORD98	NA	NA
ENSG00000221184	ENSG00000221184	NA	NA
ENSG00000165730	STOX1	NA	NA
ENSG00000200218	RNU6-697P	NA	NA
ENSG00000285871	ENSG00000285871	NA	NA
ENSG00000107625	DDX50	NA	NA
ENSG00000206855	RNU6-571P	NA	NA
ENSG00000165732	DDX21	NA	NA
ENSG00000198954	KIFBP	NA	NA
ENSG00000214875	MED28P1	NA	NA
ENSG00000229001	ACTBP14	NA	NA
ENSG00000122862	SRGN	NA	NA
ENSG00000274008	Metazoa_SRP	NA	NA
ENSG00000122958	VPS26A	NA	NA
ENSG00000233163	RPS12P17	NA	NA
ENSG00000156502	SUPV3L1	NA	NA
ENSG00000229261	ENSG00000229261	NA	NA
ENSG00000156510	HKDC1	NA	NA
ENSG00000231748	ENSG00000231748	NA	NA
ENSG00000156515	HK1	NA	NA
ENSG00000229197	RPS15AP28	NA	NA
ENSG00000075073	TACR2	NA	NA
ENSG00000232734	ATP5MC1P7	NA	NA
ENSG00000099282	TSPAN15	NA	NA
ENSG00000287306	ENSG00000287306	NA	NA
ENSG00000233197	TMEM256P1	NA	NA
ENSG00000122859	NEUROG3	NA	NA
ENSG00000236154	ENSG00000236154	NA	NA
ENSG00000230755	MTATP6P23	NA	NA
ENSG00000235803	MTCO2P23	NA	NA
ENSG00000235524	MTCO1P23	NA	NA
ENSG00000231152	MTND2P15	NA	NA
ENSG00000226794	MTND1P20	NA	NA
ENSG00000171224	FAM241B	NA	NA
ENSG00000235645	LINC02651	NA	NA
ENSG00000230469	RPL5P26	NA	NA
ENSG00000197467	COL13A1	NA	NA
ENSG00000289193	ENSG00000289193	NA	NA
ENSG00000224222	LINC02636	NA	NA
ENSG00000099284	MACROH2A2	NA	NA
ENSG00000042286	AIFM2	NA	NA
ENSG00000156521	TYSND1	NA	NA
ENSG00000079332	SAR1A	NA	NA
ENSG00000229097	CALM2P2	NA	NA
ENSG00000232142	RPS25P9	NA	NA
ENSG00000180817	PPA1	NA	NA
ENSG00000148734	NPFFR1	NA	NA
ENSG00000172731	LRRC20	NA	NA
ENSG00000224725	CEP57L1P1	NA	NA
ENSG00000148730	EIF4EBP2	NA	NA
ENSG00000156574	NODAL	NA	NA
ENSG00000280401	ENSG00000280401	NA	NA
ENSG00000107719	PALD1	NA	NA
ENSG00000230661	YY1P1	NA	NA
ENSG00000180644	PRF1	NA	NA
ENSG00000138316	ADAMTS14	NA	NA
ENSG00000166220	TBATA	NA	NA
ENSG00000231366	RPS26P40	NA	NA
ENSG00000166224	SGPL1	NA	NA
ENSG00000166228	PCBD1	NA	NA
ENSG00000285300	ENSG00000285300	NA	NA
ENSG00000271409	ENSG00000271409	NA	NA
ENSG00000259267	LINC02622	NA	NA
ENSG00000107731	UNC5B	NA	NA
ENSG00000237512	UNC5B-AS1	NA	NA
ENSG00000198246	SLC29A3	NA	NA
ENSG00000289607	ENSG00000289607	NA	NA
ENSG00000279406	ENSG00000279406	NA	NA
ENSG00000107736	CDH23	NA	NA
ENSG00000223817	CDH23-AS1	NA	NA
ENSG00000289362	ENSG00000289362	NA	NA
ENSG00000214688	C10orf105	NA	NA
ENSG00000107738	VSIR	NA	NA
ENSG00000274824	MIR7152	NA	NA
ENSG00000197746	PSAP	NA	NA
ENSG00000238446	RNU7-38P	NA	NA
ENSG00000230526	ENSG00000230526	NA	NA
ENSG00000289592	ENSG00000289592	NA	NA
ENSG00000122863	CHST3	NA	NA
ENSG00000272988	ENSG00000272988	NA	NA
ENSG00000107742	SPOCK2	NA	NA
ENSG00000138303	ASCC1	NA	NA
ENSG00000200294	ENSG00000200294	NA	NA
ENSG00000226701	RPL15P14	NA	NA
ENSG00000166295	ANAPC16	NA	NA
ENSG00000200170	Y_RNA	NA	NA
ENSG00000289506	ENSG00000289506	NA	NA
ENSG00000168209	DDIT4	NA	NA
ENSG00000148719	DNAJB12	NA	NA
ENSG00000107745	MICU1	NA	NA
ENSG00000202513	RNU6-805P	NA	NA
ENSG00000282915	ENSG00000282915	NA	NA
ENSG00000276531	SNX19P4	NA	NA
ENSG00000226163	ENSG00000226163	NA	NA
ENSG00000230609	ENSG00000230609	NA	NA
ENSG00000272536	RN7SL840P	NA	NA
ENSG00000231471	HMGN2P34	NA	NA
ENSG00000238215	ENSG00000238215	NA	NA
ENSG00000201881	Y_RNA	NA	NA
ENSG00000156026	MCU	NA	NA
ENSG00000266719	MIR4676	NA	NA
ENSG00000280166	ENSG00000280166	NA	NA
ENSG00000279502	ENSG00000279502	NA	NA
ENSG00000272627	ENSG00000272627	NA	NA
ENSG00000138315	OIT3	NA	NA
ENSG00000215086	NPM1P24	NA	NA
ENSG00000138308	PLA2G12B	NA	NA
ENSG00000213700	RPL17P50	NA	NA
ENSG00000122884	P4HA1	NA	NA
ENSG00000232646	ENSG00000232646	NA	NA
ENSG00000237768	ENSG00000237768	NA	NA
ENSG00000201047	Y_RNA	NA	NA
ENSG00000272630	ENSG00000272630	NA	NA
ENSG00000166321	NUDT13	NA	NA
ENSG00000272599	ENSG00000272599	NA	NA
ENSG00000221164	SNORA11F	NA	NA
ENSG00000122882	ECD	NA	NA
ENSG00000138286	FAM149B1	NA	NA
ENSG00000213551	DNAJC9	NA	NA
ENSG00000199201	Y_RNA	NA	NA
ENSG00000227382	EIF4A2P2	NA	NA
ENSG00000288559	ENSG00000288559	NA	NA
ENSG00000236756	DNAJC9-AS1	NA	NA
ENSG00000182180	MRPS16	NA	NA
ENSG00000227540	DNAJC9-AS1	NA	NA
ENSG00000156042	CFAP70	NA	NA
ENSG00000200356	RNU6-833P	NA	NA
ENSG00000207473	Y_RNA	NA	NA
ENSG00000138279	ANXA7	NA	NA
ENSG00000233144	ENSG00000233144	NA	NA
ENSG00000229659	RPL26P6	NA	NA
ENSG00000166343	MSS51	NA	NA
ENSG00000107758	PPP3CB	NA	NA
ENSG00000221817	PPP3CB-AS1	NA	NA
ENSG00000166348	USP54	NA	NA
ENSG00000207327	RNU6-883P	NA	NA
ENSG00000237139	RPS26P41	NA	NA
ENSG00000268584	ENSG00000268584	NA	NA
ENSG00000272791	ENSG00000272791	NA	NA
ENSG00000177791	MYOZ1	NA	NA
ENSG00000166317	SYNPO2L	NA	NA
ENSG00000271848	SYNPO2L-AS1	NA	NA
ENSG00000172650	AGAP5	NA	NA
ENSG00000242288	BMS1P4-AGAP5	NA	NA
ENSG00000271816	BMS1P4	NA	NA
ENSG00000272140	ENSG00000272140	NA	NA
ENSG00000252072	RNA5SP320	NA	NA
ENSG00000242338	BMS1P4	NA	NA
ENSG00000250959	GLUD1P3	NA	NA
ENSG00000235316	DUSP8P5	NA	NA
ENSG00000270808	ENSG00000270808	NA	NA
ENSG00000279088	ENSG00000279088	NA	NA
ENSG00000176986	SEC24C	NA	NA
ENSG00000279689	ENSG00000279689	NA	NA
ENSG00000196968	FUT11	NA	NA
ENSG00000288823	ENSG00000288823	NA	NA
ENSG00000172586	CHCHD1	NA	NA
ENSG00000214655	ZSWIM8	NA	NA
ENSG00000280238	ENSG00000280238	NA	NA
ENSG00000272589	ZSWIM8-AS1	NA	NA
ENSG00000272916	ENSG00000272916	NA	NA
ENSG00000166507	NDST2	NA	NA
ENSG00000148660	CAMK2G	NA	NA
ENSG00000224195	ENSG00000224195	NA	NA
ENSG00000229990	ENSG00000229990	NA	NA
ENSG00000122861	PLAU	NA	NA
ENSG00000222047	C10orf55	NA	NA
ENSG00000035403	VCL	NA	NA
ENSG00000225761	ENSG00000225761	NA	NA
ENSG00000185009	AP3M1	NA	NA
ENSG00000156110	ADK	NA	NA
ENSG00000236900	TIMM9P1	NA	NA
ENSG00000214629	RPSAP6	NA	NA
ENSG00000213731	RAB5CP1	NA	NA
ENSG00000232342	ENSG00000232342	NA	NA
ENSG00000226253	MRPL35P3	NA	NA
ENSG00000206756	Y_RNA	NA	NA
ENSG00000271710	NDUFA8P1	NA	NA
ENSG00000214626	POLR3DP1	NA	NA
ENSG00000213525	FAM32CP	NA	NA
ENSG00000272748	ENSG00000272748	NA	NA
ENSG00000156650	KAT6B	NA	NA
ENSG00000234149	ENSG00000234149	NA	NA
ENSG00000227186	ENSG00000227186	NA	NA
ENSG00000188716	DUSP29	NA	NA
ENSG00000285810	ENSG00000285810	NA	NA
ENSG00000237882	PPIAP13	NA	NA
ENSG00000079393	DUSP13	NA	NA
ENSG00000156671	SAMD8	NA	NA
ENSG00000232437	RPS26P42	NA	NA
ENSG00000165637	VDAC2	NA	NA
ENSG00000165644	COMTD1	NA	NA
ENSG00000226051	ZNF503-AS1	NA	NA
ENSG00000227271	RPL39P25	NA	NA
ENSG00000233313	HMGA1P5	NA	NA
ENSG00000270087	ENSG00000270087	NA	NA
ENSG00000223428	ENSG00000223428	NA	NA
ENSG00000236797	SPA17P1	NA	NA
ENSG00000165655	ZNF503	NA	NA
ENSG00000237149	ZNF503-AS2	NA	NA
ENSG00000273248	ENSG00000273248	NA	NA
ENSG00000272692	ENSG00000272692	NA	NA
ENSG00000236842	ENSG00000236842	NA	NA
ENSG00000148655	LRMDA	NA	NA
ENSG00000279814	ENSG00000279814	NA	NA
ENSG00000207583	MIR606	NA	NA
ENSG00000286715	ENSG00000286715	NA	NA
ENSG00000268659	ENSG00000268659	NA	NA
ENSG00000228280	ENSG00000228280	NA	NA
ENSG00000265486	RN7SL518P	NA	NA
ENSG00000201954	RNU6-673P	NA	NA
ENSG00000278992	ENSG00000278992	NA	NA
ENSG00000230575	ENSG00000230575	NA	NA
ENSG00000269256	ENSG00000269256	NA	NA
ENSG00000252888	ENSG00000252888	NA	NA
ENSG00000224948	ATP5MC1P8	NA	NA
ENSG00000156113	KCNMA1	NA	NA
ENSG00000236467	KCNMA1-AS1	NA	NA
ENSG00000225497	KCNMA1-AS2	NA	NA
ENSG00000224500	ENSG00000224500	NA	NA
ENSG00000225652	KCNMA1-AS3	NA	NA
ENSG00000228092	COX6CP15	NA	NA
ENSG00000199592	RNA5SP321	NA	NA
ENSG00000213514	ENSG00000213514	NA	NA
ENSG00000277981	ENSG00000277981	NA	NA
ENSG00000199664	RNU6-1266P	NA	NA
ENSG00000213513	IMPDH1P5	NA	NA
ENSG00000228748	ENSG00000228748	NA	NA
ENSG00000151208	DLG5	NA	NA
ENSG00000204049	ENSG00000204049	NA	NA
ENSG00000243446	RN7SL284P	NA	NA
ENSG00000233871	DLG5-AS1	NA	NA
ENSG00000234612	H2AZP5	NA	NA
ENSG00000274686	Metazoa_SRP	NA	NA
ENSG00000148606	POLR3A	NA	NA
ENSG00000138326	RPS24	NA	NA
ENSG00000231957	GNAI2P2	NA	NA
ENSG00000283096	ENSG00000283096	NA	NA
ENSG00000282863	ENSG00000282863	NA	NA
ENSG00000230417	LINC00595	NA	NA
ENSG00000288090	ENSG00000288090	NA	NA
ENSG00000229543	ENSG00000229543	NA	NA
ENSG00000230229	ENSG00000230229	NA	NA
ENSG00000201393	SNORA71	NA	NA
ENSG00000282952	ENSG00000282952	NA	NA
ENSG00000228683	ENSG00000228683	NA	NA
ENSG00000224596	ZMIZ1-AS1	NA	NA
ENSG00000229569	ENSG00000229569	NA	NA
ENSG00000108175	ZMIZ1	NA	NA
ENSG00000108179	PPIF	NA	NA
ENSG00000165424	ZCCHC24	NA	NA
ENSG00000235426	ENSG00000235426	NA	NA
ENSG00000259021	TPRX1P1	NA	NA
ENSG00000241317	ENSG00000241317	NA	NA
ENSG00000235705	ENSG00000235705	NA	NA
ENSG00000253626	EIF5AL1	NA	NA
ENSG00000271985	ENSG00000271985	NA	NA
ENSG00000232965	RPS12P18	NA	NA
ENSG00000185303	SFTPA2	NA	NA
ENSG00000219430	MBL3P	NA	NA
ENSG00000225827	SFTPA3P	NA	NA
ENSG00000122852	SFTPA1	NA	NA
ENSG00000226676	LINC02679	NA	NA
ENSG00000244733	ENSG00000244733	NA	NA
ENSG00000225484	NUTM2B-AS1	NA	NA
ENSG00000272489	ENSG00000272489	NA	NA
ENSG00000280355	ENSG00000280355	NA	NA
ENSG00000278616	BEND3P3	NA	NA
ENSG00000224886	ENSG00000224886	NA	NA
ENSG00000188199	NUTM2B	NA	NA
ENSG00000272447	ENSG00000272447	NA	NA
ENSG00000228570	NUTM2E	NA	NA
ENSG00000214695	NPAP1P2	NA	NA
ENSG00000204437	CTSLP6	NA	NA
ENSG00000214584	PGGT1BP2	NA	NA
ENSG00000283913	ENSG00000283913	NA	NA
ENSG00000283101	BMS1P21	NA	NA
ENSG00000242600	MBL1P	NA	NA
ENSG00000133661	SFTPD	NA	NA
ENSG00000273372	SFTPD-AS1	NA	NA
ENSG00000235924	ZNRF2P3	NA	NA
ENSG00000225100	DPY19L2P5	NA	NA
ENSG00000229616	ENSG00000229616	NA	NA
ENSG00000224760	C1DP3	NA	NA
ENSG00000236217	C1DP2	NA	NA
ENSG00000227515	C1DP4	NA	NA
ENSG00000230091	TMEM254-AS1	NA	NA
ENSG00000282432	ENSG00000282432	NA	NA
ENSG00000133678	TMEM254	NA	NA
ENSG00000279399	ENSG00000279399	NA	NA
ENSG00000230171	RPL22P18	NA	NA
ENSG00000189129	PLAC9	NA	NA
ENSG00000122359	ANXA11	NA	NA
ENSG00000237523	LINC00857	NA	NA
ENSG00000234319	RPS12P2	NA	NA
ENSG00000234382	ENSG00000234382	NA	NA
ENSG00000234743	EIF5AP4	NA	NA
ENSG00000279359	ENSG00000279359	NA	NA
ENSG00000151224	MAT1A	NA	NA
ENSG00000232950	ZNF519P1	NA	NA
ENSG00000235858	ENSG00000235858	NA	NA
ENSG00000170788	DYDC1	NA	NA
ENSG00000133665	DYDC2	NA	NA
ENSG00000122378	PRXL2A	NA	NA
ENSG00000108219	TSPAN14	NA	NA
ENSG00000226659	ENSG00000226659	NA	NA
ENSG00000178217	SH2D4B	NA	NA
ENSG00000231082	LINC02655	NA	NA
ENSG00000233353	RPS7P9	NA	NA
ENSG00000233703	ENSG00000233703	NA	NA
ENSG00000231060	FARSBP1	NA	NA
ENSG00000227209	WARS2P1	NA	NA
ENSG00000226466	RPA2P2	NA	NA
ENSG00000287358	ENSG00000287358	NA	NA
ENSG00000185737	NRG3	NA	NA
ENSG00000285739	ENSG00000285739	NA	NA
ENSG00000229458	ENSG00000229458	NA	NA
ENSG00000225738	NRG3-AS1	NA	NA
ENSG00000207275	RNU6-441P	NA	NA
ENSG00000288918	ENSG00000288918	NA	NA
ENSG00000200774	RNU6-478P	NA	NA
ENSG00000234931	MARK2P15	NA	NA
ENSG00000233945	LINC02650	NA	NA
ENSG00000286876	ENSG00000286876	NA	NA
ENSG00000223565	ENSG00000223565	NA	NA
ENSG00000212324	RNU6-129P	NA	NA
ENSG00000233258	ENSG00000233258	NA	NA
ENSG00000200789	RNU1-65P	NA	NA
ENSG00000212769	HMGN2P8	NA	NA
ENSG00000271933	ENSG00000271933	NA	NA
ENSG00000165678	GHITM	NA	NA
ENSG00000285972	CERNA2	NA	NA
ENSG00000188373	C10orf99	NA	NA
ENSG00000148600	CDHR1	NA	NA
ENSG00000204033	LRIT2	NA	NA
ENSG00000148604	RGR	NA	NA
ENSG00000148602	LRIT1	NA	NA
ENSG00000229404	LINC00858	NA	NA
ENSG00000107771	CCSER2	NA	NA
ENSG00000233189	RPL12P29	NA	NA
ENSG00000225423	TNPO1P1	NA	NA
ENSG00000225928	CACYBPP1	NA	NA
ENSG00000178429	RPS3AP5	NA	NA
ENSG00000288218	ENSG00000288218	NA	NA
ENSG00000237267	LINC01519	NA	NA
ENSG00000287057	ENSG00000287057	NA	NA
ENSG00000223993	LINC02647	NA	NA
ENSG00000224504	ENSG00000224504	NA	NA
ENSG00000230962	LINC01520	NA	NA
ENSG00000279910	ENSG00000279910	NA	NA
ENSG00000223064	RNU6-325P	NA	NA
ENSG00000280134	ENSG00000280134	NA	NA
ENSG00000234942	GRID1-AS1	NA	NA
ENSG00000182771	GRID1	NA	NA
ENSG00000278333	ENSG00000278333	NA	NA
ENSG00000270002	ENSG00000270002	NA	NA
ENSG00000252292	RN7SKP238	NA	NA
ENSG00000236606	ENSG00000236606	NA	NA
ENSG00000200487	RNA5SP322	NA	NA
ENSG00000199104	MIR346	NA	NA
ENSG00000287475	ENSG00000287475	NA	NA
ENSG00000286359	ENSG00000286359	NA	NA
ENSG00000062650	WAPL	NA	NA
ENSG00000212332	RNU6-780P	NA	NA
ENSG00000227896	ENSG00000227896	NA	NA
ENSG00000230507	RPL7AP8	NA	NA
ENSG00000122375	OPN4	NA	NA
ENSG00000289258	ENSG00000289258	NA	NA
ENSG00000122367	LDB3	NA	NA
ENSG00000272631	ENSG00000272631	NA	NA
ENSG00000107779	BMPR1A	NA	NA
ENSG00000270874	RPAP2P1	NA	NA
ENSG00000200176	RNU1-19P	NA	NA
ENSG00000173269	MMRN2	NA	NA
ENSG00000281974	ENSG00000281974	NA	NA
ENSG00000173267	SNCG	NA	NA
ENSG00000272734	ADIRF-AS1	NA	NA
ENSG00000148671	ADIRF	NA	NA
ENSG00000273413	ENSG00000273413	NA	NA
ENSG00000271880	ENSG00000271880	NA	NA
ENSG00000240089	BMS1P3	NA	NA
ENSG00000151303	ENSG00000151303	NA	NA
ENSG00000272508	ENSG00000272508	NA	NA
ENSG00000261011	AGAP11	NA	NA
ENSG00000229969	ENSG00000229969	NA	NA
ENSG00000188100	FAM25A	NA	NA
ENSG00000271573	ENSG00000271573	NA	NA
ENSG00000200253	RNU6-529P	NA	NA
ENSG00000148672	GLUD1	NA	NA
ENSG00000122376	SHLD2	NA	NA
ENSG00000237280	ENSG00000237280	NA	NA
ENSG00000273946	RN7SL733P	NA	NA
ENSG00000223482	NUTM2A-AS1	NA	NA
ENSG00000287077	ENSG00000287077	NA	NA
ENSG00000285257	ENSG00000285257	NA	NA
ENSG00000184923	NUTM2A	NA	NA
ENSG00000224914	LINC00863	NA	NA
ENSG00000214562	NUTM2D	NA	NA
ENSG00000237740	NPAP1P3	NA	NA
ENSG00000236417	CTSLP1	NA	NA
ENSG00000228055	FAM245A	NA	NA
ENSG00000231569	ENSG00000231569	NA	NA
ENSG00000286445	ENSG00000286445	NA	NA
ENSG00000283672	MIR4678	NA	NA
ENSG00000107789	MINPP1	NA	NA
ENSG00000223761	ENSG00000223761	NA	NA
ENSG00000225913	ENSG00000225913	NA	NA
ENSG00000196566	ENSG00000196566	NA	NA
ENSG00000234192	RPS26P38	NA	NA
ENSG00000198682	PAPSS2	NA	NA
ENSG00000138138	ATAD1	NA	NA
ENSG00000223820	CFL1P1	NA	NA
ENSG00000243782	RN7SL78P	NA	NA
ENSG00000227268	KLLN	NA	NA
ENSG00000171862	PTEN	Relevant Molecular Target	PMTL version 3.1
ENSG00000289051	ENSG00000289051	NA	NA
ENSG00000213613	RPL11P3	NA	NA
ENSG00000200891	ENSG00000200891	NA	NA
ENSG00000227905	MED6P1	NA	NA
ENSG00000288875	ENSG00000288875	NA	NA
ENSG00000275015	ENSG00000275015	NA	NA
ENSG00000184719	RNLS	NA	NA
ENSG00000201548	Y_RNA	NA	NA
ENSG00000204022	LIPJ	NA	NA
ENSG00000237205	RPL7P34	NA	NA
ENSG00000182333	LIPF	NA	NA
ENSG00000271408	NAPGP1	NA	NA
ENSG00000204021	LIPK	NA	NA
ENSG00000226358	KRT8P38	NA	NA
ENSG00000204020	LIPN	NA	NA
ENSG00000235150	RCBTB2P1	NA	NA
ENSG00000173239	LIPM	NA	NA
ENSG00000152766	ANKRD22	NA	NA
ENSG00000234256	PTCD2P2	NA	NA
ENSG00000138134	STAMBPL1	NA	NA
ENSG00000180139	ACTA2-AS1	NA	NA
ENSG00000107796	ACTA2	NA	NA
ENSG00000026103	FAS	NA	NA
ENSG00000286116	ENSG00000286116	NA	NA
ENSG00000275693	ENSG00000275693	NA	NA
ENSG00000265375	MIR4679-2	NA	NA
ENSG00000283664	MIR4679-1	NA	NA
ENSG00000233292	ENSG00000233292	NA	NA
ENSG00000138135	CH25H	NA	NA
ENSG00000107798	LIPA	NA	NA
ENSG00000232110	ENSG00000232110	NA	NA
ENSG00000119922	IFIT2	NA	NA
ENSG00000119917	IFIT3	NA	NA
ENSG00000224289	IFIT6P	NA	NA
ENSG00000204010	IFIT1B	NA	NA
ENSG00000185745	IFIT1	NA	NA
ENSG00000152778	IFIT5	NA	NA
ENSG00000152779	SLC16A12	NA	NA
ENSG00000234452	SLC16A12-AS1	NA	NA
ENSG00000152782	PANK1	NA	NA
ENSG00000198997	MIR107	NA	NA
ENSG00000232936	ENSG00000232936	NA	NA
ENSG00000225836	ENSG00000225836	NA	NA
ENSG00000235100	ENSG00000235100	NA	NA
ENSG00000240996	ENSG00000240996	NA	NA
ENSG00000138182	KIF20B	NA	NA
ENSG00000283578	MTND5P42	NA	NA
ENSG00000232229	LINC00865	NA	NA
ENSG00000270670	MARK2P16	NA	NA
ENSG00000280560	LINC01374	NA	NA
ENSG00000226159	LINC01375	NA	NA
ENSG00000228938	SNRPD2P1	NA	NA
ENSG00000287150	ENSG00000287150	NA	NA
ENSG00000222451	RN7SKP143	NA	NA
ENSG00000236373	LINC02653	NA	NA
ENSG00000224750	ENSG00000224750	NA	NA
ENSG00000238291	ENSG00000238291	NA	NA
ENSG00000283053	ENSG00000283053	NA	NA
ENSG00000148680	HTR7	NA	NA
ENSG00000289580	ENSG00000289580	NA	NA
ENSG00000148688	RPP30	NA	NA
ENSG00000222305	Y_RNA	NA	NA
ENSG00000148677	ANKRD1	NA	NA
ENSG00000201604	RNU6-740P	NA	NA
ENSG00000289512	ENSG00000289512	NA	NA
ENSG00000225519	ENSG00000225519	NA	NA
ENSG00000273124	ENSG00000273124	NA	NA
ENSG00000224851	LINC00502	NA	NA
ENSG00000220585	DDX18P6	NA	NA
ENSG00000234043	NUDT9P1	NA	NA
ENSG00000286981	ENSG00000286981	NA	NA
ENSG00000180628	PCGF5	NA	NA
ENSG00000289228	ENSG00000289228	NA	NA
ENSG00000165338	HECTD2	NA	NA
ENSG00000271385	ENSG00000271385	NA	NA
ENSG00000223876	RPS27P1	NA	NA
ENSG00000119938	PPP1R3C	NA	NA
ENSG00000213449	GAPDHP28	NA	NA
ENSG00000228759	FAF2P1	NA	NA
ENSG00000228701	TNKS2-AS1	NA	NA
ENSG00000107854	TNKS2	Relevant Molecular Target	PMTL version 3.1
ENSG00000180581	SRP9P1	NA	NA
ENSG00000273497	ENSG00000273497	NA	NA
ENSG00000174721	FGFBP3	NA	NA
ENSG00000272817	ENSG00000272817	NA	NA
ENSG00000095564	BTAF1	NA	NA
ENSG00000107864	CPEB3	NA	NA
ENSG00000252993	ENSG00000252993	NA	NA
ENSG00000214549	SDHCP2	NA	NA
ENSG00000213484	EIF4A1P8	NA	NA
ENSG00000221042	ENSG00000221042	NA	NA
ENSG00000105988	NHP2P1	NA	NA
ENSG00000199881	Y_RNA	NA	NA
ENSG00000198060	MARCHF5	NA	NA
ENSG00000202297	RNY3P12	NA	NA
ENSG00000232709	MARK2P9	NA	NA
ENSG00000286795	ENSG00000286795	NA	NA
ENSG00000119912	IDE	NA	NA
ENSG00000138160	KIF11	NA	NA
ENSG00000184111	RPL11P4	NA	NA
ENSG00000264313	RN7SL644P	NA	NA
ENSG00000236493	EIF2S2P3	NA	NA
ENSG00000152804	HHEX	NA	NA
ENSG00000201412	Y_RNA	NA	NA
ENSG00000138190	EXOC6	NA	NA
ENSG00000225118	ENSG00000225118	NA	NA
ENSG00000226425	ENSG00000226425	NA	NA
ENSG00000187553	CYP26C1	NA	NA
ENSG00000285846	ENSG00000285846	NA	NA
ENSG00000279607	ENSG00000279607	NA	NA
ENSG00000095596	CYP26A1	NA	NA
ENSG00000232805	NIP7P1	NA	NA
ENSG00000237417	XRCC6P1	NA	NA
ENSG00000213432	RPL17P34	NA	NA
ENSG00000138119	MYOF	NA	NA
ENSG00000138180	CEP55	NA	NA
ENSG00000212396	RNA5SP323	NA	NA
ENSG00000186188	FFAR4	NA	NA
ENSG00000138207	RBP4	NA	NA
ENSG00000095464	PDE6C	NA	NA
ENSG00000148690	FRA10AC1	NA	NA
ENSG00000108231	LGI1	NA	NA
ENSG00000280660	ENSG00000280660	NA	NA
ENSG00000280485	ENSG00000280485	NA	NA
ENSG00000227995	RAB11AP1	NA	NA
ENSG00000176273	SLC35G1	NA	NA
ENSG00000180764	PIPSL	NA	NA
ENSG00000138193	PLCE1	NA	NA
ENSG00000232913	PLCE1-AS2	NA	NA
